18,3,1.2956e+06,0.00033255
600,77,1.2738e+07,0.00040705
339,1,2.3787e+05,2.0437e-06
222,13,2.7641e+06,8.9894e-05
360,1,2.3431e+05,1.5481e-06
520,17,3.3367e+06,0.00078803
583,109,1.6036e+07,0.0019459
452,20,3.5668e+06,0.00054067
34,5,8.3309e+05,0.00051475
483,2,4.6112e+05,0.00014047
24,31,7.5232e+06,0.00078307
502,1,2.1357e+05,6.0287e-05
571,108,1.4735e+07,0.001375
167,62,9.5392e+06,0.00046194
496,7,1.3135e+06,0.00064288
182,7,9.7616e+05,0.00011598
4,3,4.945e+05,0.00093614
250,1,2.1937e+05,1.3525e-05
298,25,5.8714e+06,0.0002288
616,20,2.9996e+06,0.00061314
361,48,1.1166e+07,0.00011406
